Name,Brand,Model,Inches,Price,DisplayType,Display,Resolution,Features,Connectivity,Design
croma 32hsc24601 32 inch (81 cm) led hd-ready tv,croma,32hsc24601 3,32,8499,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Web Browser","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
kevin kn43fl 43 inch (109 cm) led full hd tv,kevin,kn43fl 4,43,15499,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports","389 x 225 x 47 mm
Weight: 9 kg
Colour: Black"
croma 50ugc024601 50 inch (127 cm) led 4k tv,croma,50ugc024601 5,50,33990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","111 x 686 x 240 mm
Weight: 12.5 kg
Colour: Black"
infinix w1 43 inch (109 cm) qled 4k tv,infinix,w1 4,43,21999,qled 4k tv,"43"" (109.22 cm), QLED
4K, 3840x2160",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
infinix w1 32 inch (81 cm) qled hd-ready tv,infinix,w1 3,32,11499,qled hd-ready tv,"32"" (81.28 cm), QLED
HD-Ready, 1366x768",1366x768,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
samsung ua75cu7650kx 75 inch (190 cm) led 4k tv,samsung,ua75cu7650kx 7,75,138990,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160",3840x2160,"Voice Control
Skype Compatible","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1673.2 x 958.2 x 59.9 mm
Weight: 30.4 kg
Colour: Other"
samsung ua65cu7650kl 65 inch (165 cm) led 4k tv,samsung,ua65cu7650kl 6,65,88990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160",3840x2160,"and Games
Skype Compatible","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1449.4 x 830.3 x 59.9 mm
Colour: Other"
lg 65qned80sra 65 inch (165 cm) qned 4k tv,lg,65qned80sra 6,65,169990,qned 4k tv,"65"" (165.1 cm), QNED
4K, 3840x2160",3840x2160,Smart Remote,"Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1456 x 840 x 29.7 mm
Weight: 22.5 kg
Colour: Grey"
aiwa a43fhdx1 43 inch (109 cm) led 4k tv,aiwa,a43fhdx1 4,43,20990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
15 Hz Refresh Rate",3840x2160,,"3 HDMI ports, 2 USB ports, Wi-Fi",Colour: Black
lg 65ur7550psc 65 inch (165 cm) led 4k tv,lg,65ur7550psc 6,65,74990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1454 x 838 x 57.7 mm
Weight: 21.4 kg
Colour: Black"
panasonic th-32ms680dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32ms680dx 3,32,19490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","715.7 x 470.1 x 184.7 mm
Weight: 4 kg
Colour: Black"
sony bravia xr-85x95l 85 inch (215 cm) mini led 4k tv,sony,bravia xr-85x95l 8,85,503490,mini led 4k tv,"85"" (215.9 cm), Mini LED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Skype Compatible","Sound Output: 60 W
2 USB Ports
4 HDMI Ports","1888 x 1085 x 59 mm
Weight: 51.8 kg
Colour: Black"
lg 43ur7550psc 43 inch (109 cm) led 4k tv,lg,43ur7550psc 4,43,37090,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","967 x 564 x 57.1 mm
Weight: 8.8 kg
Colour: Black"
lg 55ur7550psc 55 inch (139 cm) led 4k tv,lg,55ur7550psc 5,55,50990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1235 x 715 x 57.5 mm
Weight: 14 kg
Colour: Black"
haier 43p7gt 43 inch (109 cm) led 4k tv,haier,43p7gt 4,43,34990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","957.2 x 558.9 x 84.9 mm
Colour: Black"
haier 50p7gt 50 inch (127 cm) led 4k tv,haier,50p7gt 5,50,37950,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Voice Control,"Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1111.2 x 644.5 x 86 mm
Colour: Grey"
haier 65p7gt 65 inch (165 cm) led 4k tv,haier,65p7gt 6,65,63950,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
4 HDMI Ports","1446.4 x 840.9 x 85 mm
Colour: Grey"
croma crel065ugc024601 65 inch (165 cm) led 4k tv,croma,crel065ugc024601 6,65,55990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","1445 x 900 x 310 mm
Colour: Black"
croma 43fgd024601 43 inch (109 cm) led full hd tv,croma,43fgd024601 4,43,22990,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","970 x 600 x 80 mm
Colour: Black"
croma 55ugc024601 55 inch (139 cm) led 4k tv,croma,55ugc024601 5,55,38990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1225 x 750 x 240 mm
Weight: 15 kg
Colour: Black"
lloyd 65qx900d 65 inch (165 cm) qled 4k tv,lloyd,65qx900d 6,65,68590,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1600 x 955 x 185 mm
Weight: 18.2 kg
Colour: Black"
sansui jsw86asuhdff 86 inch (218 cm) led 4k tv,sansui,jsw86asuhdff 8,86,179999,led 4k tv,"86"" (218.44 cm), LED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1921 x 1107 x 91 mm
Colour: Black"
lg 43ur8050psb 43 inch (109 cm) led 4k tv,lg,43ur8050psb 4,43,38990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Web Browser
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","967 x 564 x 57.1 mm
Weight: 8.8 kg
Colour: Black"
lg 55ur8050psb 55 inch (139 cm) led 4k tv,lg,55ur8050psb 5,55,55490,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Web Browser,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1235 x 715 x 57.5 mm
Weight: 14 kg
Colour: Black"
lg 43uq7300pta 43 inch (109 cm) led 4k tv,lg,43uq7300pta 4,43,38499,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Web Browser
Voice Control
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
lg 50ur8050psb 50 inch (127 cm) led 4k tv,lg,50ur8050psb 5,50,51990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Web Browser
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1121 x 651 x 57.1 mm
Weight: 11.7 kg
Colour: Black"
lg 70ur8050psb 70 inch (177 cm) led 4k tv,lg,70ur8050psb 7,70,88990,led 4k tv,"70"" (177.8 cm), LED
4K, 3840x2160",3840x2160,,"4 HDMI ports, 3 USB ports, Wi-Fi, Bluetooth","Weight: 27.7 kg
Colour: Grey"
lg 75ur8050psb 75 inch (190 cm) led 4k tv,lg,75ur8050psb 7,75,127990,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,,"4 HDMI ports, 3 USB ports, Wi-Fi, Bluetooth","1678 x 964 x 59.9 mm
Weight: 31.4 kg
Colour: Black"
lg 86ur8050psb 86 inch (218 cm) led 4k tv,lg,86ur8050psb 8,86,289990,led 4k tv,"86"" (218.44 cm), LED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1927 x 1104 x 59.9 mm
Weight: 45.2 kg
Colour: Grey"
samsung qa77s90cak 77 inch (195 cm) oled 4k tv,samsung,qa77s90cak 7,77,449990,oled 4k tv,"77"" (195.58 cm), OLED
4K, 3840x2160",3840x2160,"and Games
Web Browser
Skype Compatible","Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1718.5 x 987.6 x 44.9 mm
Weight: 35.1 kg
Colour: Other"
lg 32lq640bpta 32 inch (81 cm) led hd-ready tv,lg,32lq640bpta 3,32,19999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Web Browser
Voice Control
Skype Compatible","Sound Output: 16 W
2 USB Ports
3 HDMI Ports",Colour: Black
panasonic th-43mx740dx 43 inch (109 cm) led 4k tv,panasonic,th-43mx740dx 4,43,39490,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160",3840x2160,"Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
samsung qa55s95cak 55 inch (139 cm) oled 4k tv,samsung,qa55s95cak 5,55,202490,oled 4k tv,"55"" (139.7 cm), OLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Skype Compatible","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1224.6 x 706.3 x 11 mm
Weight: 13.8 kg
Colour: Black"
samsung qa77s95cak 77 inch (195 cm) oled 4k tv,samsung,qa77s95cak 7,77,499990,oled 4k tv,"77"" (195.58 cm), OLED
4K, 3840x2160",3840x2160,"and Games
Skype Compatible","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1716.6 x 984.1 x 11.2 mm
Weight: 28.2 kg
Colour: Other"
panasonic th-55lz950dx 55 inch (139 cm) oled 4k tv,panasonic,th-55lz950dx 5,55,125740,oled 4k tv,"55"" (139.7 cm), OLED
4K, 3840x2160",3840x2160,Voice Control,"Sound Output: 20 W
2 USB Ports
1 HDMI Ports",Colour: Black
panasonic th-65lz950dx 65 inch (165 cm) oled 4k tv,panasonic,th-65lz950dx 6,65,189839,oled 4k tv,"65"" (165.1 cm), OLED
4K, 3840x2160",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports",Colour: Black
croma crel032hgc024601 32 inch (81 cm) led hd-ready tv,croma,crel032hgc024601 3,32,12990,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","722 x 470 x 192 mm
Weight: 5.7 kg
Colour: Black"
lg oled42c3psa 42 inch (106 cm) oled evo 4k tv,lg,oled42c3psa 4,42,119990,oled evo 4k tv,"42"" (106.68 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 20 W
3 USB Ports
4 HDMI Ports","932 x 540 x 41.1 mm
Weight: 9.8 kg
Colour: Black"
lg oled77c3psa 77 inch (195 cm) oled evo 4k tv,lg,oled77c3psa 7,77,459990,oled evo 4k tv,"77"" (195.58 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1711 x 982 x 47.1 mm
Weight: 23.5 kg
Colour: Black"
lg oled55c3xsa 55 inch (139 cm) oled evo 4k tv,lg,oled55c3xsa 5,55,167990,oled evo 4k tv,"55"" (139.7 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1222 x 703 x 45.1 mm
Weight: 14.1 kg
Colour: Black"
lg oled83c3psa 83 inch (210 cm) oled evo 4k tv,lg,oled83c3psa 8,83,717090,oled evo 4k tv,"83"" (210.82 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1851 x 1062 x 55.3 mm
Weight: 32.3 kg
Colour: Black"
lg oled55g3psa 55 inch (139 cm) oled evo 4k tv,lg,oled55g3psa 5,55,164990,oled evo 4k tv,"55"" (139.7 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 60 W
3 USB Ports
4 HDMI Ports","1222 x 703 x 27.2 mm
Weight: 17.8 kg
Colour: Black"
lg oled65c3xsa 65 inch (165 cm) oled evo 4k tv,lg,oled65c3xsa 6,65,216490,oled evo 4k tv,"65"" (165.1 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1441 x 826 x 45.1 mm
Weight: 16.6 kg
Colour: Black"
lg oled77b3psa 77 inch (195 cm) oled 4k tv,lg,oled77b3psa 7,77,469990,oled 4k tv,"77"" (195.58 cm), OLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1723 x 992 x 55.3 mm
Weight: 26.7 kg
Colour: Black"
lg oled48c3xsa 48 inch (121 cm) oled evo 4k tv,lg,oled48c3xsa 4,48,107990,oled evo 4k tv,"48"" (121.92 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1071 x 618 x 46.9 mm
Weight: 14.9 kg
Colour: Black"
samsung qa65q70cak 65 inch (165 cm) qled 4k tv,samsung,qa65q70cak 6,65,126990,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,,"4 HDMI ports, 2 USB ports, Wi-Fi, Bluetooth","1451.7 x 831.8 x 25.7 mm
Weight: 21.4 kg
Colour: Other"
lg 65ur8050psb 65 inch (165 cm) led 4k tv,lg,65ur8050psb 6,65,81990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Web Browser
Voice Control
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1454 x 838 x 57.7 mm
Weight: 21.4 kg
Colour: Grey"
samsung ua85cu8000k 85 inch (215 cm) led 4k tv,samsung,ua85cu8000k 8,85,369990,led 4k tv,"85"" (215.9 cm), LED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,,"4 HDMI ports, 3 USB ports, Wi-Fi, Bluetooth","1900 x 1086 x 26.9 mm
Weight: 41.5 kg
Colour: Other"
samsung qa65qn700ck 65 inch (165 cm) neo qled 8k uhd tv,samsung,qa65qn700ck 6,65,314990,neo qled 8k uhd tv,"65"" (165.1 cm), Neo QLED
8K UHD, 7680x4320
50 Hz Refresh Rate",7680x4320,"and Games
Web Browser
Voice Control","3 USB Ports
4 HDMI Ports","1443.7 x 828.4 x 17.9 mm
Weight: 22.4 kg
Colour: Other"
haier 55s8gt 55 inch (139 cm) led 4k tv,haier,55s8gt 5,55,52490,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
4 HDMI Ports",Colour: Grey
aiwa magnifiq a32hdx1 32 inch (81 cm) led hd-ready tv,aiwa,magnifiq a32hdx1 3,32,12490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 HDMI ports, 2 USB ports, Wi-Fi",Colour: Black
jvc lt-58nq7135cgx 58 inch (147 cm) qled 4k tv,jvc,lt-58nq7135cgx 5,58,52990,qled 4k tv,"58"" (147.32 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 24 W
2 USB Ports
4 HDMI Ports",Colour: Black
cellecor e32n 32 inch (81 cm) led hd-ready tv,cellecor,e32n 3,32,8399,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
50 Hz Refresh Rate",1366x768,,"2 HDMI ports, 2 USB ports","732 x 435 x 82 mm
Colour: Black"
samsung ua75cu7700k 75 inch (190 cm) led 4k tv,samsung,ua75cu7700k 7,75,149990,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,,"3 HDMI ports, 2 USB ports, Wi-Fi, Ethernet","1673.2 x 958.2 x 59.9 mm
Weight: 30.4 kg
Colour: Black"
samsung ua75cu8000k 75 inch (190 cm) led 4k tv,samsung,ua75cu8000k 7,75,175990,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,Voice Control,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1676.7 x 960.3 x 26.6 mm
Weight: 31.4 kg
Colour: Black"
samsung qa65q60cak 65 inch (165 cm) qled 4k tv,samsung,qa65q60cak 6,65,124900,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160",3840x2160,Web Browser,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1450.9 x 831.4 x 25.7 mm
Weight: 20.9 kg
Colour: Black"
samsung qa75q60cak 75 inch (190 cm) qled 4k tv,samsung,qa75q60cak 7,75,284990,qled 4k tv,"75"" (190.5 cm), QLED
4K, 3840x2160",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1676.7 x 959.8 x 26.6 mm
Weight: 31.4 kg
Colour: Black"
samsung qa85q60cak 85 inch (215 cm) qled 4k tv,samsung,qa85q60cak 8,85,524990,qled 4k tv,"85"" (215.9 cm), QLED
4K, 3840x2160",3840x2160,Web Browser,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1900.9 x 1085.7 x 26.9 mm
Weight: 41.5 kg
Colour: Black"
samsung qa65qn95cak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn95cak 6,65,284990,neo qled 4k tv,"65"" (165.1 cm), Neo QLED
4K, 3840x2160
144 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 70 W
2 USB Ports
4 HDMI Ports","1444.3 x 829.3 x 21.3 mm
Weight: 23.8 kg
Colour: Black"
samsung qa55qn95cak 65 inch (165 cm) neo qled 4k tv,samsung,qa55qn95cak 6,65,189990,neo qled 4k tv,"65"" (165.1 cm), Neo QLED
4K, 3840x2160
144 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 70 W
2 USB Ports
4 HDMI Ports","1444.3 x 829.3 x 21.3 mm
Weight: 23.8 kg
Colour: Other"
samsung ua43t5410ak 43 inch (109 cm) led full hd tv,samsung,ua43t5410ak 4,43,27490,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Smart Remote","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","963.1 x 562.4 x 77.5 mm
Weight: 6.2 kg
Colour: Black"
haier le32a7 32 inch (81 cm) led hd-ready tv,haier,le32a7 3,32,12490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 HDMI ports, 2 USB ports",Colour: Black
haier le32a9000 32 inch (81 cm) led hd-ready tv,haier,le32a9000 3,32,15490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
50 Hz Refresh Rate",1366x768,,"2 HDMI ports, 2 USB ports",Colour: Black
samsung ua43cu8000k 43 inch (109 cm) led 4k tv,samsung,ua43cu8000k 4,43,45290,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,and Games,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","965.5 x 559.8 x 25.7 mm
Weight: 8.1 kg
Colour: Other"
samsung qa55q60cak 55 inch (139 cm) qled 4k tv,samsung,qa55q60cak 5,55,88990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1232.1 x 708.3 x 25.7 mm
Weight: 14.7 kg
Colour: Other"
samsung ua65cu7700k 65 inch (165 cm) led 4k tv,samsung,ua65cu7700k 6,65,93990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Skype Compatible","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","Weight: 20.6 kg
Colour: Black"
samsung qa50q60cak 50 inch (127 cm) qled 4k tv,samsung,qa50q60cak 5,50,69990,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160",3840x2160,"and Games
Web Browser
Skype Compatible","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1118.3 x 644.1 x 25.7 mm
Weight: 11.2 kg
Colour: Black"
onida 43uif-r 43 inch (109 cm) led 4k tv,onida,43uif-r 4,43,25999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
haier le40k7700ga 40 inch (101 cm) led full hd tv,haier,le40k7700ga 4,40,26990,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 20 W
2 USB Ports
4 HDMI Ports",Colour: Black
akai aklt24n-d53w 24 inch (60 cm) led hd-ready tv,akai,aklt24n-d53w 2,24,7850,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"1 HDMI port, 1 USB port",Colour: Black
samsung ua55cu7700k 55 inch (139 cm) led 4k tv,samsung,ua55cu7700k 5,55,62490,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,,"3 HDMI ports, 2 USB ports, Wi-Fi, Ethernet","1230.5 x 707.2 x 59.9 mm
Weight: 13.1 kg
Colour: Black"
croma crel065uga024601 65 inch (165 cm) qled 4k tv,croma,crel065uga024601 6,65,69990,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160",3840x2160,,"4 HDMI ports, 3 USB ports, Wi-Fi, Bluetooth","97 x 838 x 1446 mm
Colour: Black"
amstrad am55ug11nxt 55 inch (139 cm) led 4k tv,amstrad,am55ug11nxt 5,55,38250,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1236 x 718.2 x 89.9 mm
Colour: Black"
amstrad am43ug11nxt 43 inch (109 cm) led 4k tv,amstrad,am43ug11nxt 4,43,27490,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports",967 x 565 x 89 mm
samsung ua65cu8000k 65 inch (165 cm) led 4k tv,samsung,ua65cu8000k 6,65,89490,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160",3840x2160,,"3 HDMI ports, 2 USB ports, Wi-Fi, Ethernet","1450.9 x 831.9 x 25.7 mm
Colour: Other"
samsung ua55cu8000k 55 inch (139 cm) led 4k tv,samsung,ua55cu8000k 5,55,64290,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,,"3 HDMI ports, 2 USB ports, Wi-Fi, Ethernet","1232.1 x 708.8 x 25.7 mm
Weight: 14.7 kg
Colour: Other"
croma crel024hbb024602 24 inch (60 cm) led hd-ready tv,croma,crel024hbb024602 2,24,5190,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 HDMI ports, 2 USB ports","557 x 328 x 80 mm
Weight: 2.6 kg
Colour: Black"
haier 43ega1 43 inch (109 cm) led full hd tv,haier,43ega1 4,43,26990,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Voice Control,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
haier le43k7700uga 43 inch (109 cm) led 4k tv,haier,le43k7700uga 4,43,29999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","959.8 x 556 x 62 mm
Colour: Black"
croma crel055uga024601 55 inch (139 cm) qled 4k tv,croma,crel055uga024601 5,55,54990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1225 x 720 x 90 mm
Weight: 16 kg
Colour: Black"
jvc lt-75nq7115cgx 75 inch (190 cm) led 4k tv,jvc,lt-75nq7115cgx 7,75,114490,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 24 W
2 USB Ports
4 HDMI Ports",Colour: Black
jvc lt-65nq7115cgx 65 inch (165 cm) led 4k tv,jvc,lt-65nq7115cgx 6,65,67490,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 24 W
2 USB Ports
4 HDMI Ports",Colour: Black
haier k series le43k7ga 43 inch (109 cm) led full hd tv,haier,k series le43k7ga 4,43,33899,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Voice Control,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","Weight: 8.65 kg
Colour: Black"
tcl 32s5201 32 inch (81 cm) led full hd tv,tcl,32s5201 3,32,13900,led full hd tv,"32"" (81.28 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,,"2 HDMI ports, 2 USB ports",Colour: Black
samsung ua32t4360 32 inch (81 cm) led hd-ready tv,samsung,ua32t4360 3,32,17623,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 HDMI ports, 1 USB port","723.3 x 425.1 x 85.7 mm
Weight: 3.8 kg
Colour: Black"
