Name,Brand,Model,Inches,Price,Price_Category,DisplayType,Resolution,Colour,Width,Height,PPI,Original_Brand
xiaomi a series l32ma-ain 32 inch (81 cm) led hd-ready tv,Xiaomi,a series l32ma-ain 3,32,12999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,xiaomi
tcl 50c655 50 inch (127 cm) qled 4k tv,Tcl,50c655 5,50,39990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
beethosol ledtzbg4362uhd37-dn 43 inch (109 cm) led 4k tv,Beethosol,ledtzbg4362uhd37-dn 4,43,23999,Affordable,4K,3840x2160,Black,3840,2160,102.46,beethosol
beethosol ledtzbg5563uhd37-dn 55 inch (139 cm) led 4k tv,Beethosol,ledtzbg5563uhd37-dn 5,55,35990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,beethosol
samsung ua98du9000u 98 inch (248 cm) led 4k tv,Samsung,ua98du9000u 9,98,549900,Luxury,4K,3840x2160,Other,3840,2160,44.96,samsung
toshiba 75c350np 75 inch (190 cm) led 4k tv,Toshiba,75c350np 7,75,84999,High-end,4K,3840x2160,Black,3840,2160,58.74,toshiba
tcl 32s5500af 32 inch (81 cm) led full hd tv,Tcl,32s5500af 3,32,13890,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,tcl
croma crel055ugd0307601 55 inch (139 cm) led 4k tv,Croma,crel055ugd0307601 5,55,49990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,croma
toshiba 55c450me 55 inch (139 cm) qled 4k tv,Toshiba,55c450me 5,55,38999,Mid-range,4K,3840x2160,Silver,3840,2160,80.11,toshiba
tcl 43c69b 43 inch (109 cm) qled 4k tv,Tcl,43c69b 4,43,32990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,tcl
toshiba 50c450me 50 inch (127 cm) qled 4k tv,Toshiba,50c450me 5,50,33999,Mid-range,4K,3840x2160,"646 x 74 mm
Weight: 8.7 kg",3840,2160,88.12,toshiba
tcl 55c69b 55 inch (139 cm) qled 4k tv,Tcl,55c69b 5,55,45990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
motorola envisionx 43uhdgqmwstq 43 inch (109 cm) qled 4k tv,Motorola,envisionx 43uhdgqmwstq 4,43,26999,Affordable,4K,3840x2160,12 x 226 mm,3840,2160,102.46,motorola
toshiba 43c450me 43 inch (109 cm) qled 4k tv,Toshiba,43c450me 4,43,27999,Affordable,4K,3840x2160,"60 x 74 mm
Weight: 7.4 kg",3840,2160,102.46,toshiba
motorola envisionx 32hdgqmwstq 32 inch (81 cm) qled hd-ready tv,Motorola,envisionx 32hdgqmwstq 3,32,12499,Affordable,HD-Ready,1366x768,78 x 180 mm,1366,768,48.97,motorola
samsung qa75qn90dau 75 inch (190 cm) neo qled 4k tv,Samsung,qa75qn90dau 7,75,449990,Luxury,QLED 4K,3840x2160,Other,3840,2160,58.74,samsung
samsung qa83s90dae 83 inch (210 cm) oled 4k tv,Samsung,qa83s90dae 8,83,599990,Luxury,4K,3840x2160,Other,3840,2160,53.08,samsung
samsung qa77s90dae 77 inch (195 cm) oled 4k tv,Samsung,qa77s90dae 7,77,469900,Luxury,4K,3840x2160,Other,3840,2160,57.22,samsung
vu 55cinema 55 inch (139 cm) led 4k tv,Vu,55cinema 5,55,35998,Mid-range,4K,3840x2160,Black,3840,2160,80.11,vu
vu 43cinema 43 inch (109 cm) led 4k tv,Vu,43cinema 4,43,24498,Affordable,4K,3840x2160,Black,3840,2160,102.46,vu
samsung qa85qn85dbu 85 inch (215 cm) neo qled 4k tv,Samsung,qa85qn85dbu 8,85,699490,Luxury,QLED 4K,3840x2160,Other,3840,2160,51.83,samsung
samsung qa85qn900du 85 inch (215 cm) neo qled 8k uhd tv,Samsung,qa85qn900du 8,85,1269990,Luxury,QLED 8K UHD,7680x4320,Other,7680,4320,103.67,samsung
samsung qa65s95dau 65 inch (165 cm) oled 4k tv,Samsung,qa65s95dau 6,65,252990,Luxury,4K,3840x2160,Other,3840,2160,67.78,samsung
samsung qa77s95dau 77 inch (195 cm) oled 4k tv,Samsung,qa77s95dau 7,77,499990,Luxury,4K,3840x2160,Other,3840,2160,57.22,samsung
samsung ua50due70bk 50 inch (127 cm) led 4k tv,Samsung,ua50due70bk 5,50,44990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,samsung
samsung ua55due70bk 55 inch (139 cm) led 4k tv,Samsung,ua55due70bk 5,55,46990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung ua43due70bk 43 inch (109 cm) led 4k tv,Samsung,ua43due70bk 4,43,32990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung ua43due76ak 43 inch (109 cm) led 4k tv,Samsung,ua43due76ak 4,43,34990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung ua65due70bk 65 inch (165 cm) led 4k tv,Samsung,ua65due70bk 6,65,67990,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua55due76ak 55 inch (139 cm) led 4k tv,Samsung,ua55due76ak 5,55,48990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung ua50due76ak 50 inch (127 cm) led 4k tv,Samsung,ua50due76ak 5,50,46490,Mid-range,4K,3840x2160,Black,3840,2160,88.12,samsung
samsung ua65due76ak 65 inch (165 cm) led 4k tv,Samsung,ua65due76ak 6,65,69990,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua43du7660k 43 inch (109 cm) led 4k tv,Samsung,ua43du7660k 4,43,38990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung ua75du7660k 75 inch (190 cm) led 4k tv,Samsung,ua75du7660k 7,75,119990,Premium,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung ua50du7660k 50 inch (127 cm) led 4k tv,Samsung,ua50du7660k 5,50,48990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,samsung
samsung ua65du7660k 65 inch (165 cm) led 4k tv,Samsung,ua65du7660k 6,65,82990,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua55du7660k 55 inch (139 cm) led 4k tv,Samsung,ua55du7660k 5,55,56990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung ua55du7700k 55 inch (139 cm) led 4k tv,Samsung,ua55du7700k 5,55,67990,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung ua50du7700k 50 inch (127 cm) led 4k tv,Samsung,ua50du7700k 5,50,54700,Mid-range,4K,3840x2160,Black,3840,2160,88.12,samsung
samsung ua70du7700k 70 inch (177 cm) led 4k tv,Samsung,ua70du7700k 7,70,109990,Premium,4K,3840x2160,Black,3840,2160,62.94,samsung
samsung ua75du7700k 75 inch (190 cm) led 4k tv,Samsung,ua75du7700k 7,75,144990,Premium,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung ua55due77ak 55 inch (139 cm) led 4k tv,Samsung,ua55due77ak 5,55,49990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung ua43due77ak 43 inch (109 cm) led 4k tv,Samsung,ua43due77ak 4,43,35990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung ua65due77ak 65 inch (165 cm) led 4k tv,Samsung,ua65due77ak 6,65,71490,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua55du8300u 55 inch (139 cm) led 4k tv,Samsung,ua55du8300u 5,55,64990,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
samsung ua43du8300u 43 inch (109 cm) led 4k tv,Samsung,ua43du8300u 4,43,44990,Mid-range,4K,3840x2160,Other,3840,2160,102.46,samsung
samsung qa55q60dau 55 inch (139 cm) qled 4k tv,Samsung,qa55q60dau 5,55,77990,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung ua65du8300u 65 inch (165 cm) led 4k tv,Samsung,ua65du8300u 6,65,89990,High-end,4K,3840x2160,Other,3840,2160,67.78,samsung
samsung qa50q60dau 50 inch (127 cm) qled 4k tv,Samsung,qa50q60dau 5,50,64990,High-end,4K,3840x2160,Black,3840,2160,88.12,samsung
samsung qa65q60dau 65 inch (165 cm) qled 4k tv,Samsung,qa65q60dau 6,65,121990,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua75du8300u 75 inch (190 cm) led 4k tv,Samsung,ua75du8300u 7,75,149990,Premium,4K,3840x2160,Other,3840,2160,58.74,samsung
samsung qa75q60dau 75 inch (190 cm) qled 4k tv,Samsung,qa75q60dau 7,75,284990,Luxury,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung qa43q60dau 43 inch (109 cm) qled 4k tv,Samsung,qa43q60dau 4,43,56990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung ua50du8300u 50 inch (127 cm) led 4k tv,Samsung,ua50du8300u 5,50,54990,Mid-range,4K,3840x2160,Other,3840,2160,88.12,samsung
samsung qa85q60dau 85 inch (215 cm) qled 4k tv,Samsung,qa85q60dau 8,85,499990,Luxury,4K,3840x2160,Black,3840,2160,51.83,samsung
samsung ua85du8300u 85 inch (215 cm) led 4k tv,Samsung,ua85du8300u 8,85,329990,Luxury,4K,3840x2160,Other,3840,2160,51.83,samsung
innoq 24e-npro 24 inch (60 cm) led hd-ready tv,Innoq,24e-npro 2,24,5490,Budget,HD-Ready,1366x768,Black,1366,768,65.3,innoq
innoq 43e-delux 43 inch (109 cm) led full hd tv,Innoq,43e-delux 4,43,14990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,innoq
tcl 50v6b 50 inch (127 cm) led 4k tv,Tcl,50v6b 5,50,32990,Mid-range,4K,3840x2160,"644 x 70 mm
Weight: 7.2 kg",3840,2160,88.12,tcl
tcl 32l4b 32 inch (81 cm) led hd-ready tv,Tcl,32l4b 3,32,13490,Affordable,HD-Ready,1366x768,"21 x 42 mm
Weight: 3.4 kg",1366,768,48.97,tcl
tcl 55v6b 55 inch (139 cm) led 4k tv,Tcl,55v6b 5,55,35990,Mid-range,4K,3840x2160,"711 x 72 mm
Weight: 9 kg",3840,2160,80.11,tcl
tcl 55p71b pro 55 inch (139 cm) qled 4k tv,Tcl,55p71b pro 5,55,44990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
tcl 65p71b pro 65 inch (165 cm) qled 4k tv,Tcl,65p71b pro 6,65,64990,High-end,4K,3840x2160,Black,3840,2160,67.78,tcl
tcl 65v6b 65 inch (165 cm) led 4k tv,Tcl,65v6b 6,65,52990,Mid-range,4K,3840x2160,"833 x 73 mm
Weight: 12.5 kg",3840,2160,67.78,tcl
tcl 75p71b pro 75 inch (190 cm) qled 4k tv,Tcl,75p71b pro 7,75,89990,High-end,4K,3840x2160,Black,3840,2160,58.74,tcl
tcl 75v6b 75 inch (190 cm) led 4k tv,Tcl,75v6b 7,75,79990,High-end,4K,3840x2160,"959 x 74 mm
Weight: 18.4 kg",3840,2160,58.74,tcl
impex evoq 43s3rld2 43 inch (109 cm) led full hd tv,Impex,evoq 43s3rld2 4,43,23990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,impex
kodak 43se5004bl 43 inch (109 cm) led full hd tv,Kodak,43se5004bl 4,43,14999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,kodak
samsung ua65du7700k 65 inch (165 cm) led 4k tv,Samsung,ua65du7700k 6,65,95990,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua43du7000k 43 inch (109 cm) led 4k tv,Samsung,ua43du7000k 4,43,41200,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung qa65qn800du 65 inch (165 cm) neo qled 8k uhd tv,Samsung,qa65qn800du 6,65,377490,Luxury,QLED 8K UHD,7680x4320,Other,7680,4320,135.56,samsung
samsung qa85qn90dau 85 inch (215 cm) neo qled 4k tv,Samsung,qa85qn90dau 8,85,629990,Luxury,QLED 4K,3840x2160,Other,3840,2160,51.83,samsung
samsung qa98qn90dau 98 inch (248 cm) neo qled 4k tv,Samsung,qa98qn90dau 9,98,1399990,Luxury,QLED 4K,3840x2160,Other,3840,2160,44.96,samsung
samsung qa55qn90dau 55 inch (139 cm) neo qled 4k tv,Samsung,qa55qn90dau 5,55,156990,Premium,QLED 4K,3840x2160,Other,3840,2160,80.11,samsung
samsung qa65qn85dbu 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn85dbu 6,65,187490,Premium,QLED 4K,3840x2160,Other,3840,2160,67.78,samsung
samsung qa75qn800du 75 inch (190 cm) neo qled 8k uhd tv,Samsung,qa75qn800du 7,75,849990,Luxury,QLED 8K UHD,7680x4320,Other,7680,4320,117.49,samsung
samsung qa55qn85dbu 55 inch (139 cm) neo qled 4k tv,Samsung,qa55qn85dbu 5,55,139990,Premium,QLED 4K,3840x2160,Other,3840,2160,80.11,samsung
samsung qa65qn90dau 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn90dau 6,65,212490,Luxury,QLED 4K,3840x2160,Other,3840,2160,67.78,samsung
samsung qa75qn85dbu 75 inch (190 cm) neo qled 4k tv,Samsung,qa75qn85dbu 7,75,414990,Luxury,QLED 4K,3840x2160,Other,3840,2160,58.74,samsung
samsung qa55s95dau 55 inch (139 cm) oled 4k tv,Samsung,qa55s95dau 5,55,204990,Luxury,4K,3840x2160,Other,3840,2160,80.11,samsung
bpl 32-d4301 32 inch (81 cm) led hd-ready tv,Bpl,32-d4301 3,32,13490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,bpl
impex platina 32 m4e9lf 32 inch (81 cm) led hd-ready tv,Impex,platina 32 m4e9lf 3,32,8499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,impex
aisen a32hds624 32 inch (81 cm) led hd-ready tv,Aisen,a32hds624 3,32,10490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,aisen
bpl 43f-e2300 43 inch (109 cm) led full hd tv,Bpl,43f-e2300 4,43,20990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,bpl
bpl 55u-d5310 55 inch (139 cm) led 4k tv,Bpl,55u-d5310 5,55,38990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,bpl
bpl 32h-d7300 32 inch (81 cm) led hd-ready tv,Bpl,32h-d7300 3,32,13490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,bpl
lg 55qned83sra 55 inch (139 cm) qned 4k tv,Lg,55qned83sra 5,55,94990,High-end,4K,3840x2160,Black,3840,2160,80.11,lg
lg 65qned83sra 65 inch (165 cm) qned 4k tv,Lg,65qned83sra 6,65,135990,Premium,4K,3840x2160,Black,3840,2160,67.78,lg
lg 86qned80sra 86 inch (218 cm) qned 4k tv,Lg,86qned80sra 8,86,649990,Luxury,4K,3840x2160,Black,3840,2160,51.23,lg
lg 86qned99sqb 86 inch (218 cm) qned 8k uhd tv,Lg,86qned99sqb 8,86,1369990,Luxury,8K UHD,7680x4320,Black,7680,4320,102.46,lg
salora slv-3505 gtv 50 inch (127 cm) qled 4k tv,Salora,slv-3505 gtv 5,50,34999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,salora
impex platina 43 m4e9lf 43 inch (109 cm) led full hd tv,Impex,platina 43 m4e9lf 4,43,15999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,impex
salora slv-3555 qgtv 55 inch (139 cm) qled 4k tv,Salora,slv-3555 qgtv 5,55,39999,Mid-range,4K,3840x2160,830 x 98 mm,3840,2160,80.11,salora
candy ca43c9ug 43 inch (109 cm) led 4k tv,Candy,ca43c9ug 4,43,24990,Affordable,4K,3840x2160,Black,3840,2160,102.46,candy
dyanora dy-ld24h1n 24 inch (60 cm) led hd-ready tv,Dyanora,dy-ld24h1n 2,24,5999,Budget,HD-Ready,1366x768,Black,1366,768,65.3,dyanora
panasonic th-65mx850dx 65 inch (165 cm) led 4k tv,Panasonic,th-65mx850dx 6,65,99860,High-end,4K,3840x2160,Black,3840,2160,67.78,panasonic
lloyd 32ws551e 32 inch (81 cm) led hd-ready tv,Lloyd,32ws551e 3,32,16979,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lloyd
onida 43uig-r 43 inch (109 cm) led 4k tv,Onida,43uig-r 4,43,27159,Affordable,4K,3840x2160,Black,3840,2160,102.46,onida
panasonic th-75mx740dx 75 inch (190 cm) led 4k tv,Panasonic,th-75mx740dx 7,75,124990,Premium,4K,3840x2160,Black,3840,2160,58.74,panasonic
panasonic th-43mx750dx 43 inch (109 cm) led 4k tv,Panasonic,th-43mx750dx 4,43,41489,Mid-range,4K,3840x2160,Black,3840,2160,102.46,panasonic
panasonic th-55mx750dx 55 inch (139 cm) led 4k tv,Panasonic,th-55mx750dx 5,55,57929,Mid-range,4K,3840x2160,Black,3840,2160,80.11,panasonic
croma crel032hbc024602 32 inch (81 cm) led hd-ready tv,Croma,crel032hbc024602 3,32,7990,Budget,HD-Ready,1366x768,Black,1366,768,48.97,croma
croma crel075ugb024601 75 inch (190 cm) mini led 4k tv,Croma,crel075ugb024601 7,75,149990,Premium,LED 4K,3840x2160,Black,3840,2160,58.74,croma
aiwa magnifiq as43uhdx1-gtv 43 inch (109 cm) led 4k tv,Aiwa,magnifiq as43uhdx1-gtv 4,43,28990,Affordable,4K,3840x2160,Black,3840,2160,102.46,aiwa
impex grande 65 smart au00bl 65 inch (165 cm) led 4k tv,Impex,grande 65 smart au00bl 6,65,56900,Mid-range,4K,3840x2160,Black,3840,2160,67.78,impex
aiwa magnifiq as55uhdx1-gtv 55 inch (139 cm) led 4k tv,Aiwa,magnifiq as55uhdx1-gtv 5,55,37890,Mid-range,4K,3840x2160,Black,3840,2160,80.11,aiwa
fox-trot 4k-hb 43 inch (109 cm) led 4k tv,Fox-trot,4k-hb 4,43,20099,Affordable,4K,3840x2160,Black,3840,2160,102.46,fox-trot
vise vs65uwc1a 65 inch (165 cm) led 4k tv,Vise,vs65uwc1a 6,65,52990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,vise
panasonic th-65mx800dx 65 inch (165 cm) led 4k tv,Panasonic,th-65mx800dx 6,65,82960,High-end,4K,3840x2160,Black,3840,2160,67.78,panasonic
lg oled97g2psa 97 inch (246 cm) oled evo 4k tv,Lg,oled97g2psa 9,97,1999990,Luxury,EVO 4K,3840x2160,Black,3840,2160,45.42,lg
croma crel032hbd307601 32 inch (81 cm) led hd-ready tv,Croma,crel032hbd307601 3,32,7590,Budget,HD-Ready,1366x768,Black,1366,768,48.97,croma
panasonic th-43ms680dx 43 inch (109 cm) led full hd tv,Panasonic,th-43ms680dx 4,43,32490,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,panasonic
lg 75qned80sra 75 inch (190 cm) qned 4k tv,Lg,75qned80sra 7,75,439990,Luxury,4K,3840x2160,Black,3840,2160,58.74,lg
croma 55ugc024602 55 inch (139 cm) led 4k tv,Croma,55ugc024602 5,55,39990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,croma
croma 50ugc024602 50 inch (127 cm) led 4k tv,Croma,50ugc024602 5,50,34990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,croma
itel l3265 32 inch (81 cm) led hd-ready tv,Itel,l3265 3,32,9900,Budget,HD-Ready,1366x768,Black,1366,768,48.97,itel
impex evoq 65s4rlc2 65 inch (165 cm) led 4k tv,Impex,evoq 65s4rlc2 6,65,61490,High-end,4K,3840x2160,Black,3840,2160,67.78,impex
croma 32hgc024602 32 inch (81 cm) led hd-ready tv,Croma,32hgc024602 3,32,10990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,croma
reliance re32mp3972 32 inch (81 cm) led hd-ready tv,Reliance,re32mp3972 3,32,11039,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,reliance
bpl 32h-d2300 32 inch (81 cm) led hd-ready tv,Bpl,32h-d2300 3,32,12990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,bpl
panasonic th-43ms550dx 43 inch (109 cm) led full hd tv,Panasonic,th-43ms550dx 4,43,25590,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,panasonic
tcl 43s5400a 43 inch (109 cm) led full hd tv,Tcl,43s5400a 4,43,22990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,tcl
tcl 75c645 75 inch (190 cm) qled 4k tv,Tcl,75c645 7,75,159990,Premium,4K,3840x2160,Black,3840,2160,58.74,tcl
t-series ts80c-a 32 inch (81 cm) led hd-ready tv,T-series,ts80c-a 3,32,10990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,t-series
t-series 43two400f 43 inch (109 cm) led full hd tv,T-series,43two400f 4,43,27990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,t-series
bpl 43u-c7312 43 inch (109 cm) led 4k tv,Bpl,43u-c7312 4,43,27390,Affordable,4K,3840x2160,Black,3840,2160,102.46,bpl
panasonic th-55mx740dx 55 inch (139 cm) led 4k tv,Panasonic,th-55mx740dx 5,55,53990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,panasonic
haier h43gs 43 inch (109 cm) led 4k tv,Haier,h43gs 4,43,30990,Mid-range,4K,3840x2160,Grey,3840,2160,102.46,haier
haier l65fg 65 inch (165 cm) led 4k tv,Haier,l65fg 6,65,57990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,haier
haier l50fg 50 inch (127 cm) led 4k tv,Haier,l50fg 5,50,32990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,haier
dyanora au series dy-ld43f0s 43 inch (109 cm) led full hd tv,Dyanora,au series dy-ld43f0s 4,43,16999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,dyanora
croma crel43fsd24601 43 inch (109 cm) led full hd tv,Croma,crel43fsd24601 4,43,16690,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,croma
lg 50ur7550psc 50 inch (127 cm) led 4k tv,Lg,50ur7550psc 5,50,50990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,lg
detel di65bsakb 65 inch (165 cm) led 4k tv,Detel,di65bsakb 6,65,119999,Premium,4K,3840x2160,Black,3840,2160,67.78,detel
panasonic th-65mx710dx 65 inch (165 cm) led 4k tv,Panasonic,th-65mx710dx 6,65,68780,High-end,4K,3840x2160,Black,3840,2160,67.78,panasonic
lg 55qned80sra 55 inch (139 cm) qned 4k tv,Lg,55qned80sra 5,55,75990,High-end,4K,3840x2160,Grey,3840,2160,80.11,lg
croma 43ugc024601 43 inch (109 cm) led 4k tv,Croma,43ugc024601 4,43,26990,Affordable,4K,3840x2160,Black,3840,2160,102.46,croma
panasonic th-55mx850dx 55 inch (139 cm) led 4k tv,Panasonic,th-55mx850dx 5,55,67459,High-end,4K,3840x2160,Black,3840,2160,80.11,panasonic
croma 32hsc24601 32 inch (81 cm) led hd-ready tv,Croma,32hsc24601 3,32,8499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,croma
kevin kn43fl 43 inch (109 cm) led full hd tv,Kevin,kn43fl 4,43,15499,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,kevin
croma 50ugc024601 50 inch (127 cm) led 4k tv,Croma,50ugc024601 5,50,33990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,croma
infinix w1 43 inch (109 cm) qled 4k tv,Infinix,w1 4,43,21999,Affordable,4K,3840x2160,Black,3840,2160,102.46,infinix
infinix w1 32 inch (81 cm) qled hd-ready tv,Infinix,w1 3,32,11499,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,infinix
samsung ua75cu7650kx 75 inch (190 cm) led 4k tv,Samsung,ua75cu7650kx 7,75,138990,Premium,4K,3840x2160,Other,3840,2160,58.74,samsung
samsung ua65cu7650kl 65 inch (165 cm) led 4k tv,Samsung,ua65cu7650kl 6,65,88990,High-end,4K,3840x2160,Other,3840,2160,67.78,samsung
lg 65qned80sra 65 inch (165 cm) qned 4k tv,Lg,65qned80sra 6,65,169990,Premium,4K,3840x2160,Grey,3840,2160,67.78,lg
aiwa a43fhdx1 43 inch (109 cm) led 4k tv,Aiwa,a43fhdx1 4,43,20990,Affordable,4K,3840x2160,Black,3840,2160,102.46,aiwa
lg 65ur7550psc 65 inch (165 cm) led 4k tv,Lg,65ur7550psc 6,65,74990,High-end,4K,3840x2160,Black,3840,2160,67.78,lg
panasonic th-32ms680dx 32 inch (81 cm) led hd-ready tv,Panasonic,th-32ms680dx 3,32,19490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,panasonic
sony bravia xr-85x95l 85 inch (215 cm) mini led 4k tv,Sony,bravia xr-85x95l 8,85,503490,Luxury,LED 4K,3840x2160,Black,3840,2160,51.83,sony
lg 43ur7550psc 43 inch (109 cm) led 4k tv,Lg,43ur7550psc 4,43,37090,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
lg 55ur7550psc 55 inch (139 cm) led 4k tv,Lg,55ur7550psc 5,55,50990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
haier 43p7gt 43 inch (109 cm) led 4k tv,Haier,43p7gt 4,43,34990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,haier
haier 50p7gt 50 inch (127 cm) led 4k tv,Haier,50p7gt 5,50,37950,Mid-range,4K,3840x2160,Grey,3840,2160,88.12,haier
haier 65p7gt 65 inch (165 cm) led 4k tv,Haier,65p7gt 6,65,63950,High-end,4K,3840x2160,Grey,3840,2160,67.78,haier
croma crel065ugc024601 65 inch (165 cm) led 4k tv,Croma,crel065ugc024601 6,65,55990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,croma
croma 43fgd024601 43 inch (109 cm) led full hd tv,Croma,43fgd024601 4,43,22990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,croma
croma 55ugc024601 55 inch (139 cm) led 4k tv,Croma,55ugc024601 5,55,38990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,croma
lloyd 65qx900d 65 inch (165 cm) qled 4k tv,Lloyd,65qx900d 6,65,68590,High-end,4K,3840x2160,Black,3840,2160,67.78,lloyd
sansui jsw86asuhdff 86 inch (218 cm) led 4k tv,Sansui,jsw86asuhdff 8,86,179999,Premium,4K,3840x2160,Black,3840,2160,51.23,sansui
lg 43ur8050psb 43 inch (109 cm) led 4k tv,Lg,43ur8050psb 4,43,38990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
lg 55ur8050psb 55 inch (139 cm) led 4k tv,Lg,55ur8050psb 5,55,55490,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
lg 43uq7300pta 43 inch (109 cm) led 4k tv,Lg,43uq7300pta 4,43,38499,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
lg 50ur8050psb 50 inch (127 cm) led 4k tv,Lg,50ur8050psb 5,50,51990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,lg
lg 70ur8050psb 70 inch (177 cm) led 4k tv,Lg,70ur8050psb 7,70,88990,High-end,4K,3840x2160,Grey,3840,2160,62.94,lg
lg 75ur8050psb 75 inch (190 cm) led 4k tv,Lg,75ur8050psb 7,75,127990,Premium,4K,3840x2160,Black,3840,2160,58.74,lg
lg 86ur8050psb 86 inch (218 cm) led 4k tv,Lg,86ur8050psb 8,86,289990,Luxury,4K,3840x2160,Grey,3840,2160,51.23,lg
samsung qa77s90cak 77 inch (195 cm) oled 4k tv,Samsung,qa77s90cak 7,77,449990,Luxury,4K,3840x2160,Other,3840,2160,57.22,samsung
lg 32lq640bpta 32 inch (81 cm) led hd-ready tv,Lg,32lq640bpta 3,32,19999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lg
panasonic th-43mx740dx 43 inch (109 cm) led 4k tv,Panasonic,th-43mx740dx 4,43,39490,Mid-range,4K,3840x2160,Black,3840,2160,102.46,panasonic
samsung qa55s95cak 55 inch (139 cm) oled 4k tv,Samsung,qa55s95cak 5,55,202490,Luxury,4K,3840x2160,Black,3840,2160,80.11,samsung
